State,year_month,PRCP,EVAP,TMIN,TMAX
MS,2004-12,50.06,3.54,-78.0,222.0
MS,2005-01,63.38,31.44,-72.0,250.0
MS,2005-03,35.95,26.85,-44.0,294.0
MS,2005-04,41.81,54.58,-11.0,317.0
MS,2005-05,12.84,58.52,0.0,356.0
MS,2005-06,15.62,64.75,61.0,356.0
MS,2005-07,37.28,65.43,-33.0,372.0
MS,2005-08,23.26,59.87,128.0,394.0
MS,2005-09,18.41,54.04,22.0,378.0
MS,2005-10,0.84,39.06,-39.0,339.0
MS,2005-11,20.27,19.95,-72.0,317.0
MS,2005-12,20.08,1.54,-78.0,222.0
MS,2006-03,32.42,32.42,-22.0,317.0
MS,2006-04,23.77,57.78,6.0,350.0
MS,2006-05,29.92,57.78,56.0,356.0
MS,2006-06,14.37,72.33,100.0,378.0
MS,2006-07,16.06,68.0,106.0,400.0
MS,2006-08,21.3,70.03,139.0,406.0
MS,2006-09,27.25,52.79,44.0,361.0
MS,2006-10,22.79,38.91,-28.0,356.0
MS,2006-11,16.58,20.27,-61.0,278.0
MS,2006-12,117.0,38.0,-33.0,239.0
MS,2007-03,4.81,44.88,-78.0,317.0
MS,2007-04,26.28,55.81,-56.0,311.0
MS,2007-05,16.35,62.78,33.0,344.0
MS,2007-06,21.41,69.49,122.0,378.0
MS,2007-07,41.86,56.44,122.0,361.0
MS,2007-08,11.13,72.33,144.0,417.0
MS,2007-09,23.25,47.53,61.0,356.0
MS,2007-10,33.11,37.36,-11.0,344.0
MS,2007-11,12.16,22.96,-33.0,283.0
MS,2007-12,11.67,24.67,6.0,228.0
MS,2008-03,36.22,36.01,-39.0,300.0
MS,2008-04,34.57,44.84,-33.0,322.0
MS,2008-05,52.89,57.8,44.0,344.0
MS,2008-06,12.61,71.14,94.0,367.0
MS,2008-07,14.98,70.79,111.0,383.0
MS,2008-08,46.29,53.14,111.0,389.0
MS,2008-09,33.05,48.91,72.0,350.0
MS,2008-10,16.18,32.49,-39.0,322.0
MS,2008-11,23.12,18.41,-83.0,283.0
MS,2008-12,0.0,30.0,-6.0,144.0
MS,2009-03,35.58,33.53,-44.0,289.0
MS,2009-04,23.74,51.61,-17.0,322.0
MS,2009-05,64.91,50.37,39.0,333.0
MS,2009-06,17.06,74.0,78.0,383.0
MS,2009-07,57.09,59.53,128.0,383.0
MS,2009-08,22.77,55.55,111.0,356.0
MS,2009-09,55.41,35.41,44.0,344.0
MS,2009-10,58.32,26.11,-11.0,328.0
MS,2009-11,5.29,22.38,-28.0,256.0
MS,2009-12,0.0,25.0,0.0,139.0
MS,2011-01,32.51,9.44,-133.0,244.0
MS,2011-02,19.16,2.14,-144.0,261.0
MS,2011-03,40.7,27.89,-17.0,300.0
MS,2011-04,66.18,57.42,6.0,322.0
MS,2011-05,21.37,58.83,17.0,350.0
MS,2011-06,30.26,71.37,144.0,383.0
MS,2011-07,26.38,63.4,133.0,389.0
MS,2011-08,22.58,62.12,150.0,411.0
MS,2011-09,40.17,46.76,83.0,383.0
MS,2011-10,11.51,36.77,-28.0,317.0
MS,2011-11,26.56,11.15,-33.0,272.0
MS,2011-12,55.38,4.06,-44.0,239.0
MS,2012-01,37.9,12.12,-56.0,250.0
MS,2012-02,48.34,11.58,-67.0,278.0
MS,2012-03,44.19,32.18,-6.0,306.0
MS,2012-04,23.44,95.66,17.0,317.0
MS,2012-05,22.53,60.83,72.0,361.0
MS,2012-06,21.29,68.28,89.0,400.0
MS,2012-07,41.69,59.35,172.0,394.0
MS,2012-08,38.33,56.26,122.0,389.0
MS,2012-09,37.3,49.03,44.0,378.0
MS,2012-10,29.72,37.32,-11.0,300.0
MS,2012-11,13.32,8.13,-44.0,289.0
MS,2012-12,65.65,3.94,-67.0,244.0
MS,2013-01,74.81,4.3,-44.0,261.0
MS,2013-02,54.72,11.7,-50.0,211.0
MS,2013-03,33.77,25.44,-56.0,272.0
MS,2013-04,50.92,45.07,-17.0,311.0
MS,2013-05,40.28,55.16,6.0,322.0
MS,2013-06,28.06,66.0,117.0,356.0
MS,2013-07,24.91,55.67,133.0,361.0
MS,2013-08,17.14,54.3,106.0,378.0
MS,2013-09,35.37,53.17,100.0,372.0
MS,2013-10,13.27,27.41,-6.0,322.0
MS,2013-11,40.72,16.51,-78.0,267.0
MS,2013-12,38.79,0.51,-67.0,250.0
MS,2014-01,20.76,8.95,-178.0,289.0
MS,2014-02,51.05,7.9,-178.0,256.0
MS,2014-03,34.75,48.78,-89.0,350.0
MS,2014-04,55.66,44.54,-6.0,306.0
MS,2014-05,36.99,57.76,44.0,333.0
MS,2014-06,58.83,54.01,150.0,356.0
MS,2014-07,24.3,62.47,106.0,356.0
MS,2014-08,21.14,55.8,-178.0,367.0
MS,2014-09,13.63,46.04,44.0,356.0
MS,2014-10,39.9,36.6,0.0,339.0
MS,2014-11,28.45,15.72,-83.0,261.0
MS,2014-12,43.35,5.98,-22.0,250.0
MS,2015-01,41.89,4.31,-133.0,233.0
MS,2015-02,31.89,10.71,-178.0,233.0
MS,2015-03,38.74,63.4,-83.0,283.0
MS,2015-04,44.38,68.75,0.0,306.0
MS,2015-05,43.28,70.25,28.0,333.0
MS,2015-06,25.28,61.49,106.0,372.0
MS,2015-07,26.5,59.54,156.0,378.0
MS,2015-08,22.05,56.12,94.0,394.0
MS,2015-09,9.28,46.51,67.0,378.0
MS,2015-10,31.85,37.52,11.0,344.0
MS,2015-11,69.21,10.31,-39.0,294.0
MS,2015-12,64.37,4.61,-22.0,261.0
MS,2016-01,25.74,14.34,-78.0,211.0
MS,2016-02,81.59,26.24,-56.0,244.0
MS,2016-03,88.51,39.12,-11.0,289.0
MS,2016-04,35.01,46.62,17.0,317.0
MS,2016-05,25.77,92.95,33.0,356.0
MS,2016-06,26.08,67.91,106.0,383.0
MS,2016-07,34.38,64.04,167.0,389.0
MS,2016-08,34.23,53.37,183.0,378.0
MS,2016-09,10.02,56.06,61.0,378.0
MS,2016-10,5.25,41.51,17.0,350.0
MS,2016-11,30.65,32.73,-50.0,317.0
MS,2016-12,45.84,21.75,-22.0,256.0
MS,2017-01,102.33,12.7,-22.0,250.0
MS,2017-02,45.64,34.96,0.0,267.0
MS,2017-03,35.73,34.81,-33.0,317.0
MS,2017-04,43.15,55.67,0.0,322.0
MS,2017-05,52.52,52.97,33.0,333.0
MS,2017-06,87.39,52.01,111.0,344.0
MS,2017-07,37.21,60.96,178.0,378.0
MS,2017-08,46.37,53.03,167.0,372.0
MS,2017-09,19.5,46.91,94.0,367.0
MS,2017-10,20.41,37.38,-22.0,344.0
MS,2017-11,15.48,34.8,-28.0,289.0
MS,2017-12,69.02,11.02,-83.0,267.0
MS,2018-01,32.69,8.81,-133.0,228.0
MS,2018-02,78.25,13.07,-6.0,278.0
MS,2018-03,38.67,31.23,-22.0,289.0
MS,2018-04,45.58,44.45,-6.0,306.0
MS,2018-05,18.59,55.66,56.0,361.0
MS,2018-06,36.92,59.74,156.0,367.0
MS,2018-07,48.07,54.86,200.0,361.0
MS,2018-08,32.13,58.63,172.0,356.0
MS,2018-09,43.2,43.63,144.0,361.0
MS,2018-10,24.87,37.22,28.0,344.0
MS,2018-11,75.0,20.81,-28.0,272.0
MS,2018-12,75.9,13.33,-28.0,256.0
MS,2019-01,51.39,16.58,-28.0,228.0
MS,2019-02,60.96,21.61,17.0,261.0
MS,2019-03,19.44,40.53,-50.0,272.0
MS,2019-04,62.64,53.87,17.0,306.0
MS,2019-05,69.53,66.67,122.0,344.0
MS,2019-06,67.29,60.0,111.0,356.0
MS,2019-07,46.89,56.34,172.0,356.0
MS,2019-08,35.6,62.06,167.0,372.0
MS,2019-09,0.39,64.16,178.0,361.0
MS,2019-10,69.38,31.05,39.0,361.0
MS,2019-11,15.15,19.29,-89.0,261.0
MS,2019-12,27.06,16.79,-33.0,250.0
MS,2020-01,63.03,17.61,-28.0,250.0
MS,2020-02,38.76,22.83,-11.0,256.0
MS,2020-03,32.72,33.13,6.0,311.0
MS,2020-04,64.54,43.12,28.0,311.0
MS,2020-05,19.54,56.9,72.0,333.0
MS,2020-06,44.3,53.85,144.0,339.0
MS,2020-07,40.14,56.18,206.0,367.0
MS,2020-08,38.75,54.86,172.0,372.0
MS,2020-09,34.31,43.92,78.0,356.0
MS,2020-10,41.63,30.61,28.0,322.0
MS,2020-11,31.0,27.81,22.0,267.0
MS,2020-12,37.77,20.39,-33.0,233.0
MS,2021-01,27.41,17.85,-28.0,244.0
MS,2021-02,59.32,23.64,-83.0,272.0
MS,2021-03,59.71,40.17,-17.0,294.0
MS,2021-04,40.25,43.73,-50.0,306.0
MS,2021-05,46.38,51.2,44.0,328.0
MS,2021-06,71.82,50.15,106.0,350.0
MS,2021-07,51.6,52.75,161.0,361.0
MS,2021-08,66.6,49.74,111.0,367.0
MS,2021-09,42.05,40.69,89.0,367.0
MS,2021-10,32.64,28.68,50.0,322.0
MS,2021-11,10.87,24.21,6.0,244.0
MS,2021-12,17.63,17.27,44.0,272.0
MT,1992-04,17.9,49.14,-67.0,306.0
MT,1992-05,13.57,58.48,-28.0,350.0
MT,1992-06,21.64,63.14,-6.0,383.0
MT,1992-07,20.28,53.22,17.0,350.0
MT,1992-08,7.96,59.13,-33.0,372.0
MT,1992-09,6.65,40.77,-50.0,350.0
MT,1992-10,11.19,28.04,-67.0,333.0
MT,1993-04,6.77,30.35,-61.0,250.0
MT,1993-05,9.95,54.77,-22.0,333.0
MT,1993-06,24.1,52.13,-6.0,350.0
MT,1993-07,35.61,46.33,22.0,367.0
MT,1993-08,16.21,46.03,-11.0,356.0
MT,1993-09,8.2,36.47,-56.0,306.0
MT,1993-10,10.93,18.8,-78.0,278.0
MT,1994-04,8.32,38.34,-100.0,317.0
MT,1994-05,16.93,53.48,-17.0,328.0
MT,1994-06,23.59,56.73,-6.0,367.0
MT,1994-07,9.9,69.23,22.0,372.0
MT,1994-08,1.58,65.55,-11.0,383.0
MT,1994-09,5.17,44.74,-11.0,383.0
MT,1994-10,12.15,15.42,-83.0,267.0
MT,1995-04,12.43,26.27,-167.0,239.0
MT,1995-05,14.87,41.82,-39.0,317.0
MT,1995-06,27.04,56.78,6.0,372.0
MT,1995-07,23.14,59.73,44.0,372.0
MT,1995-08,10.9,61.6,22.0,411.0
MT,1995-09,10.31,37.23,-117.0,344.0
MT,1995-10,11.6,25.76,-44.0,306.0
MT,1996-04,4.52,39.35,-67.0,306.0
MT,1996-05,22.7,37.86,-50.0,256.0
MT,1996-06,14.31,67.36,11.0,367.0
MT,1996-07,6.33,75.57,50.0,389.0
MT,1996-08,3.92,73.49,11.0,400.0
MT,1996-09,16.77,39.4,-44.0,350.0
MT,1996-10,1.92,22.33,-106.0,311.0
MT,1997-04,18.02,33.04,-44.0,250.0
MT,1997-05,12.62,54.47,-50.0,333.0
MT,1997-06,19.33,63.84,17.0,344.0
MT,1997-07,20.42,66.11,33.0,367.0
MT,1997-08,13.32,60.35,11.0,378.0
MT,1997-09,11.47,44.49,-22.0,333.0
MT,1997-10,10.3,25.21,-94.0,328.0
MT,1997-11,4.67,16.5,-28.0,167.0
MT,1998-04,6.7,40.14,-67.0,300.0
MT,1998-05,10.81,62.38,-39.0,322.0
MT,1998-06,34.87,51.13,-17.0,328.0
MT,1998-07,11.72,75.5,44.0,389.0
MT,1998-08,8.63,67.57,22.0,383.0
MT,1998-09,9.49,51.11,-6.0,389.0
MT,1998-10,7.74,24.21,-89.0,272.0
MT,1999-04,9.37,43.76,-83.0,239.0
MT,1999-05,16.19,49.98,-50.0,322.0
MT,1999-06,21.36,60.72,-11.0,350.0
MT,1999-07,13.61,72.73,-6.0,406.0
MT,1999-08,12.53,64.36,50.0,378.0
MT,1999-09,9.36,38.57,-72.0,328.0
MT,1999-10,7.5,30.25,-106.0,256.0
MT,2000-04,8.15,43.55,-89.0,272.0
MT,2000-05,14.25,57.8,-39.0,317.0
MT,2000-06,18.13,61.58,-11.0,356.0
MT,2000-07,15.75,82.19,17.0,406.0
MT,2000-08,3.51,86.08,28.0,383.0
MT,2000-09,9.53,45.96,-56.0,367.0
MT,2000-10,3.47,32.84,-61.0,233.0
MT,2001-04,8.91,52.57,-72.0,339.0
MT,2001-05,4.59,70.3,-61.0,361.0
MT,2001-06,29.53,63.08,6.0,356.0
MT,2001-07,20.57,72.85,50.0,383.0
MT,2001-08,2.13,80.62,33.0,411.0
MT,2001-09,6.66,50.16,0.0,367.0
MT,2001-10,1.27,49.09,-67.0,300.0
MT,2002-04,4.1,120.92,-111.0,283.0
MT,2002-05,10.69,60.09,-83.0,339.0
MT,2002-06,20.47,63.84,0.0,400.0
MT,2002-07,11.6,78.6,17.0,428.0
MT,2002-08,10.09,57.76,-6.0,350.0
MT,2002-09,10.3,43.5,-28.0,367.0
MT,2002-10,11.86,42.91,-100.0,261.0
MT,2003-04,12.0,43.33,-100.0,283.0
MT,2003-05,14.23,50.01,-72.0,350.0
MT,2003-06,18.08,58.43,-11.0,361.0
MT,2003-07,6.16,89.01,44.0,411.0
MT,2003-08,4.31,78.09,6.0,400.0
MT,2003-09,8.38,46.55,-56.0,356.0
MT,2003-10,4.54,21.0,-22.0,294.0
MT,2004-04,7.47,47.26,-78.0,294.0
MT,2004-05,15.95,46.96,-67.0,306.0
MT,2004-06,12.55,56.13,0.0,328.0
MT,2004-07,10.84,68.82,33.0,389.0
MT,2004-08,10.76,60.94,22.0,367.0
MT,2004-09,8.93,41.83,-28.0,372.0
MT,2004-10,0.0,27.0,-72.0,256.0
MT,2005-04,2.53,57.98,-89.0,289.0
MT,2005-05,17.48,59.4,-133.0,278.0
MT,2005-06,36.01,62.66,-17.0,389.0
MT,2005-07,9.49,87.91,11.0,428.0
MT,2005-08,10.05,82.85,-6.0,394.0
MT,2005-09,8.65,52.91,-39.0,367.0
MT,2005-10,11.83,31.75,-89.0,311.0
MT,2006-04,12.83,42.43,-50.0,261.0
MT,2006-05,13.33,58.92,-56.0,350.0
MT,2006-06,14.75,74.67,11.0,383.0
MT,2006-07,4.16,91.41,78.0,400.0
MT,2006-08,7.12,81.12,28.0,383.0
MT,2006-09,12.51,49.98,-17.0,333.0
MT,2006-10,2.17,60.67,-39.0,294.0
MT,2007-04,8.02,53.77,-39.0,289.0
MT,2007-05,33.26,58.0,-11.0,322.0
MT,2007-06,22.09,73.6,6.0,378.0
MT,2007-07,4.74,93.71,44.0,417.0
MT,2007-08,5.62,78.12,44.0,383.0
MT,2007-09,10.82,48.54,-33.0,378.0
MT,2007-10,9.14,29.14,-11.0,261.0
MT,2008-04,1.34,47.89,-106.0,294.0
MT,2008-05,25.31,57.14,-33.0,322.0
MT,2008-06,22.45,71.28,-6.0,356.0
MT,2008-07,9.48,93.31,11.0,394.0
MT,2008-08,5.78,79.65,39.0,406.0
MT,2008-09,11.99,44.41,-61.0,317.0
MT,2008-10,6.91,27.97,-56.0,289.0
MT,2009-04,11.18,43.45,-78.0,278.0
MT,2009-05,5.62,55.39,-50.0,328.0
MT,2009-06,15.05,71.38,-28.0,417.0
MT,2009-07,17.82,83.78,11.0,417.0
MT,2009-08,12.22,59.74,6.0,356.0
MT,2009-09,3.11,68.65,-56.0,367.0
MT,2009-10,48.0,14.44,-6.0,178.0
MT,2011-03,0.0,0.0,-33.0,22.0
MT,2011-04,18.98,31.6,-94.0,217.0
MT,2011-05,49.27,41.94,-39.0,233.0
MT,2011-06,19.19,57.72,33.0,367.0
MT,2011-07,18.22,71.07,50.0,383.0
MT,2011-08,9.25,61.24,28.0,378.0
MT,2011-09,5.49,41.91,-6.0,344.0
MT,2011-10,7.6,21.4,-11.0,317.0
MT,2011-12,0.0,0.0,-72.0,56.0
MT,2012-04,16.8,45.05,-72.0,322.0
MT,2012-05,15.95,67.14,-44.0,333.0
MT,2012-06,10.85,100.16,0.0,378.0
MT,2012-07,6.99,84.57,50.0,389.0
MT,2012-08,3.65,89.7,6.0,383.0
MT,2012-09,0.95,61.08,-11.0,339.0
MT,2012-10,8.88,18.72,-100.0,283.0
MT,2012-11,3.68,0.0,-144.0,239.0
MT,2012-12,0.0,0.0,-139.0,172.0
MT,2013-01,4.86,0.0,-178.0,133.0
MT,2013-02,1.28,0.0,-178.0,122.0
MT,2013-03,1.43,0.0,-156.0,222.0
MT,2013-04,5.43,266.13,-122.0,267.0
MT,2013-05,41.98,222.64,-78.0,350.0
MT,2013-06,27.37,160.36,-6.0,328.0
MT,2013-07,9.67,201.24,61.0,356.0
MT,2013-08,11.45,177.25,67.0,378.0
MT,2013-09,15.97,199.03,-11.0,361.0
MT,2013-10,11.71,24.98,-50.0,228.0
MT,2013-11,3.73,0.0,-233.0,172.0
MT,2013-12,17.0,0.0,-328.0,106.0
MT,2014-01,7.59,0.0,-250.0,122.0
MT,2014-02,5.08,0.0,-333.0,100.0
MT,2014-03,21.0,0.0,-144.0,156.0
MT,2014-04,7.41,199.74,-172.0,256.0
MT,2014-05,13.77,182.07,-39.0,311.0
MT,2014-06,22.08,324.24,6.0,283.0
MT,2014-07,5.09,227.8,56.0,361.0
MT,2014-08,36.62,206.9,50.0,367.0
MT,2014-09,11.61,170.35,-50.0,333.0
MT,2014-10,4.62,17.6,-67.0,267.0
MT,2014-11,2.78,5.89,-200.0,200.0
MT,2014-12,5.06,0.0,-244.0,144.0
MT,2015-01,4.36,0.0,-306.0,189.0
MT,2015-02,0.36,0.0,-167.0,178.0
MT,2015-03,1.44,0.0,-172.0,228.0
MT,2015-04,9.37,1544.89,-83.0,289.0
MT,2015-05,20.94,1428.84,-56.0,283.0
MT,2015-06,16.24,1221.67,22.0,367.0
MT,2015-07,19.43,1287.23,56.0,378.0
MT,2015-08,7.72,1416.5,11.0,378.0
MT,2015-09,13.37,1547.2,-17.0,372.0
MT,2015-10,15.06,172.65,-39.0,306.0
MT,2015-11,8.29,0.0,-150.0,183.0
MT,2015-12,5.78,0.0,-211.0,150.0
MT,2016-01,1.08,0.0,-161.0,111.0
MT,2016-02,1.39,0.0,-106.0,194.0
MT,2016-03,17.83,0.0,-78.0,228.0
MT,2016-04,18.58,2032.54,-61.0,289.0
MT,2016-05,28.18,1751.96,-28.0,306.0
MT,2016-06,8.93,1433.93,22.0,356.0
MT,2016-07,14.3,1771.99,50.0,367.0
MT,2016-08,10.09,1881.39,28.0,367.0
MT,2016-09,19.54,1314.03,-17.0,372.0
MT,2016-10,27.43,9.31,-111.0,267.0
MT,2016-11,3.11,2.26,-89.0,206.0
MT,2016-12,11.43,0.0,-222.0,72.0
MT,2017-01,3.53,0.0,-311.0,89.0
MT,2017-02,10.18,0.0,-233.0,139.0
MT,2017-03,30.68,0.0,-139.0,200.0
MT,2017-04,17.88,36.86,-61.0,272.0
MT,2017-05,19.17,55.31,-28.0,311.0
MT,2017-06,14.56,201.76,6.0,350.0
MT,2017-07,3.1,209.18,56.0,383.0
MT,2017-08,3.88,193.18,56.0,361.0
MT,2017-09,17.34,184.94,-17.0,356.0
MT,2017-10,6.73,2.82,-72.0,283.0
MT,2017-11,15.6,0.0,-78.0,172.0
MT,2017-12,8.25,0.0,-244.0,161.0
MT,2018-01,6.17,0.0,-328.0,100.0
MT,2018-02,17.38,0.0,-339.0,33.0
MT,2018-03,2.44,0.0,-217.0,144.0
MT,2018-04,16.85,243.8,-172.0,289.0
MT,2018-05,24.15,232.3,6.0,289.0
MT,2018-06,28.64,199.7,-11.0,339.0
MT,2018-07,4.43,227.7,11.0,378.0
MT,2018-08,10.83,163.13,28.0,389.0
MT,2018-09,10.15,261.43,-17.0,322.0
MT,2018-10,5.61,1.87,-78.0,250.0
MT,2018-11,3.0,0.0,-122.0,172.0
MT,2018-12,5.5,0.0,-150.0,100.0
MT,2019-01,1.93,0.0,-250.0,117.0
MT,2019-02,0.0,0.0,-61.0,67.0
MT,2019-04,11.63,317.96,-106.0,272.0
MT,2019-05,24.05,242.57,-61.0,289.0
MT,2019-06,21.76,278.23,6.0,333.0
MT,2019-07,18.89,279.92,44.0,361.0
MT,2019-08,5.05,67.02,61.0,361.0
MT,2019-09,40.03,31.01,0.0,372.0
MT,2019-10,0.0,7.5,-122.0,78.0
MT,2019-11,0.0,0.0,28.0,106.0
MT,2019-12,0.0,0.0,-122.0,67.0
MT,2020-01,0.0,0.0,-39.0,50.0
MT,2020-03,0.0,0.0,-6.0,83.0
MT,2020-04,2.67,59.28,-72.0,239.0
MT,2020-05,11.02,15445.7,-22.0,294.0
MT,2020-06,30.21,50.37,6.0,361.0
MT,2020-07,6.83,1059.94,33.0,383.0
MT,2020-08,7.61,71.21,39.0,389.0
MT,2020-09,4.32,5760.61,-28.0,383.0
MT,2020-10,5.5,35.85,-256.0,261.0
MT,2020-11,0.3,0.0,-150.0,200.0
MT,2020-12,1.6,0.0,-117.0,150.0
MT,2021-01,11.8,0.0,-144.0,61.0
MT,2021-02,15.8,0.0,-83.0,111.0
MT,2021-03,0.0,0.0,-56.0,161.0
MT,2021-04,10.07,27.0,-89.0,272.0
MT,2021-05,18.0,5989.47,-44.0,317.0
MT,2021-06,4.78,86.69,-6.0,400.0
MT,2021-07,3.05,2083.14,89.0,422.0
MT,2021-08,14.48,721.18,17.0,383.0
MT,2021-09,2.18,2955.4,-39.0,361.0
MT,2021-10,25.05,46.37,-33.0,333.0
NC,1992-01,21.6,10.73,-33.0,189.0
NC,1992-02,11.0,24.13,-61.0,222.0
NC,1992-03,32.09,35.6,-44.0,250.0
NC,1992-04,15.98,44.36,-28.0,300.0
NC,1992-05,27.11,45.49,22.0,328.0
NC,1992-06,36.76,52.1,22.0,356.0
NC,1992-07,25.98,65.47,128.0,389.0
NC,1992-08,37.87,47.86,94.0,356.0
NC,1992-09,17.22,38.28,39.0,333.0
NC,1992-10,11.96,27.09,-22.0,322.0
NC,1992-11,35.25,20.98,-39.0,306.0
NC,1992-12,14.84,13.73,-50.0,256.0
NC,1993-01,46.81,16.36,-50.0,272.0
NC,1993-02,30.57,20.53,-50.0,283.0
NC,1993-03,30.52,32.8,-83.0,294.0
NC,1993-04,25.81,46.58,-22.0,317.0
NC,1993-05,21.37,55.55,33.0,322.0
NC,1993-06,20.72,60.95,56.0,378.0
NC,1993-07,34.98,69.95,128.0,378.0
NC,1993-08,18.91,53.53,122.0,356.0
NC,1993-09,31.14,48.42,6.0,367.0
NC,1993-10,24.63,31.0,-6.0,344.0
NC,1993-11,10.5,17.12,-44.0,294.0
NC,1993-12,15.26,13.51,-44.0,228.0
NC,1994-01,89.6,18.0,6.0,211.0
NC,1994-02,14.34,23.71,-89.0,272.0
NC,1994-03,22.81,33.96,-50.0,289.0
NC,1994-04,6.75,54.04,-11.0,317.0
NC,1994-05,12.56,54.32,33.0,339.0
NC,1994-06,20.59,61.33,117.0,356.0
NC,1994-07,44.47,66.24,167.0,356.0
NC,1994-08,31.7,51.82,100.0,339.0
NC,1994-09,28.9,42.37,67.0,333.0
NC,1994-10,21.71,25.35,-17.0,283.0
NC,1994-11,28.31,23.22,-22.0,272.0
NC,1994-12,14.96,21.89,-33.0,239.0
NC,1995-01,40.58,17.58,-33.0,233.0
NC,1995-02,32.2,56.87,11.0,217.0
NC,1995-03,17.98,38.38,-44.0,261.0
NC,1995-04,6.16,47.86,-6.0,333.0
NC,1995-05,35.99,53.03,33.0,328.0
NC,1995-06,49.57,55.43,111.0,344.0
NC,1995-07,29.32,62.23,178.0,356.0
NC,1995-08,8.98,58.68,133.0,367.0
NC,1995-09,14.7,39.7,106.0,317.0
NC,1995-10,26.27,33.0,-6.0,300.0
NC,1995-11,18.79,20.38,-56.0,256.0
NC,1995-12,26.57,24.38,-50.0,228.0
NC,1996-01,27.31,31.66,-44.0,222.0
NC,1996-02,17.42,28.63,-33.0,244.0
NC,1996-03,33.13,37.96,-6.0,250.0
NC,1996-04,22.6,54.91,-11.0,300.0
NC,1996-05,30.56,54.12,39.0,356.0
NC,1996-06,28.82,59.73,94.0,361.0
NC,1996-07,42.35,58.62,111.0,356.0
NC,1996-08,39.12,51.44,106.0,333.0
NC,1996-09,48.37,47.41,83.0,333.0
NC,1996-10,15.33,33.71,6.0,311.0
NC,1996-11,22.02,22.33,-72.0,300.0
NC,1996-12,18.89,16.93,-78.0,250.0
NC,1997-01,24.61,17.87,-6.0,233.0
NC,1997-02,30.96,24.66,-56.0,300.0
NC,1997-03,24.91,44.95,-39.0,294.0
NC,1997-04,24.76,49.68,-39.0,289.0
NC,1997-05,14.54,61.76,6.0,328.0
NC,1997-06,30.55,61.33,61.0,367.0
NC,1997-07,36.36,59.92,111.0,378.0
NC,1997-08,12.51,61.04,122.0,372.0
NC,1997-09,23.42,45.04,50.0,333.0
NC,1997-10,19.65,31.14,6.0,339.0
NC,1997-11,20.38,18.21,-50.0,256.0
NC,1997-12,23.75,19.2,-61.0,222.0
NC,1998-01,35.1,19.37,-67.0,250.0
NC,1998-02,29.04,26.24,-44.0,228.0
NC,1998-03,20.7,36.5,-89.0,294.0
NC,1998-04,29.81,47.15,0.0,289.0
NC,1998-05,34.19,48.59,56.0,339.0
NC,1998-06,33.45,57.49,78.0,383.0
NC,1998-07,32.94,65.77,144.0,367.0
NC,1998-08,21.25,55.1,128.0,367.0
NC,1998-09,20.4,48.4,100.0,350.0
NC,1998-10,6.86,32.75,11.0,311.0
NC,1998-11,10.47,23.0,17.0,272.0
NC,1998-12,39.92,19.5,-22.0,272.0
NC,1999-01,33.0,26.71,-22.0,250.0
NC,1999-02,24.65,24.98,-78.0,233.0
NC,1999-03,23.41,38.69,-44.0,261.0
NC,1999-04,21.93,53.85,11.0,317.0
NC,1999-05,16.98,48.56,22.0,322.0
NC,1999-06,30.9,57.13,122.0,378.0
NC,1999-07,26.35,50.12,144.0,372.0
NC,1999-08,30.92,46.52,94.0,400.0
NC,1999-09,33.38,42.97,56.0,322.0
NC,1999-10,17.5,29.47,6.0,306.0
NC,1999-11,9.46,23.75,-39.0,278.0
NC,1999-12,12.92,17.16,-89.0,239.0
NC,2000-01,30.72,8.63,-111.0,256.0
NC,2000-02,22.31,29.22,-67.0,267.0
NC,2000-03,25.82,38.74,-17.0,300.0
NC,2000-04,34.85,42.78,17.0,294.0
NC,2000-05,15.84,65.12,56.0,356.0
NC,2000-06,21.51,65.39,61.0,361.0
NC,2000-07,26.63,43.55,133.0,356.0
NC,2000-08,42.44,49.98,117.0,367.0
NC,2000-09,38.16,22.66,33.0,317.0
NC,2000-10,0.63,28.28,-11.0,317.0
NC,2000-11,22.56,10.24,-78.0,267.0
NC,2000-12,21.46,-6.86,-128.0,133.0
NC,2001-01,23.53,24.87,-67.0,250.0
NC,2001-02,28.3,28.93,-61.0,267.0
NC,2001-03,31.52,28.3,-61.0,267.0
NC,2001-04,12.78,43.79,-28.0,328.0
NC,2001-05,25.34,54.59,44.0,350.0
NC,2001-06,26.77,60.69,144.0,350.0
NC,2001-07,35.23,48.21,111.0,356.0
NC,2001-08,31.66,46.39,117.0,367.0
NC,2001-09,19.32,27.32,44.0,317.0
NC,2001-10,6.88,32.36,-33.0,339.0
NC,2001-11,7.9,19.9,-39.0,278.0
NC,2001-12,19.95,22.21,-56.0,267.0
NC,2002-01,25.33,23.03,-61.0,267.0
NC,2002-02,21.1,33.63,-67.0,272.0
NC,2002-03,37.88,37.33,-72.0,300.0
NC,2002-04,16.8,53.18,-11.0,339.0
NC,2002-05,19.6,53.13,17.0,333.0
NC,2002-06,24.27,75.04,100.0,367.0
NC,2002-07,39.42,64.78,133.0,378.0
NC,2002-08,28.47,61.71,122.0,394.0
NC,2002-09,24.37,42.07,122.0,350.0
NC,2002-10,24.99,27.96,33.0,339.0
NC,2002-11,30.15,22.72,-33.0,294.0
NC,2002-12,15.69,16.35,-61.0,228.0
NC,2003-01,7.0,16.25,-78.0,222.0
NC,2003-02,39.46,27.23,-6.0,194.0
