STATE,PERIOD,TOTAL_FIRE_SIZE,PRCP,EVAP,TMIN,TMAX,MEAN_ELEVATION,LAND_AREA,WATER_AREA,TOTAL_AREA,PERCENTAGE_FEDERAL_LAND,URBANIZATION_RATE
MN,1997-10,1374.48,26.49,38.87,-6.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,1997-11,0.4,,,,,370,79627,7309,86936,6.8%,71.9
MN,1997-12,0.21,,,,,370,79627,7309,86936,6.8%,71.9
MN,1998-01,0.11,,,,,370,79627,7309,86936,6.8%,71.9
MN,1998-02,22.55,,,,,370,79627,7309,86936,6.8%,71.9
MN,1998-03,12488.96,,,,,370,79627,7309,86936,6.8%,71.9
MN,1998-04,31718.36,15.27,49.56,-11.0,267.0,370,79627,7309,86936,6.8%,71.9
MN,1998-05,2412.31,22.7,69.23,11.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,1998-06,22.15,37.4,50.53,39.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,1998-07,39.96,27.33,64.57,94.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,1998-08,190.83,32.51,49.49,106.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,1998-09,329.18,17.18,49.42,17.0,344.0,370,79627,7309,86936,6.8%,71.9
MN,1998-10,1581.63001,30.27,25.02,-17.0,228.0,370,79627,7309,86936,6.8%,71.9
MN,1998-11,101.91,,,,,370,79627,7309,86936,6.8%,71.9
MN,1998-12,231.7,,,,,370,79627,7309,86936,6.8%,71.9
MN,1999-02,2.2,,,,,370,79627,7309,86936,6.8%,71.9
MN,1999-03,1964.82,,,,,370,79627,7309,86936,6.8%,71.9
MN,1999-04,15686.93,37.93,40.07,-11.0,217.0,370,79627,7309,86936,6.8%,71.9
MN,1999-05,3538.49,45.43,49.88,0.0,317.0,370,79627,7309,86936,6.8%,71.9
MN,1999-06,48.16,33.11,59.77,56.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,1999-07,3.77,45.37,65.87,106.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,1999-08,18.9,23.72,48.98,83.0,356.0,370,79627,7309,86936,6.8%,71.9
MN,1999-09,2.41,16.99,45.96,-17.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,1999-10,6096.82,7.54,32.2,-44.0,261.0,370,79627,7309,86936,6.8%,71.9
MN,1999-11,5094.29,,,,,370,79627,7309,86936,6.8%,71.9
MN,1999-12,402.07,,,,,370,79627,7309,86936,6.8%,71.9
MN,2000-01,0.13,,,,,370,79627,7309,86936,6.8%,71.9
MN,2000-02,217.5,,,,,370,79627,7309,86936,6.8%,71.9
MN,2000-03,25361.3,,,,,370,79627,7309,86936,6.8%,71.9
MN,2000-04,19274.34,12.06,47.68,-61.0,272.0,370,79627,7309,86936,6.8%,71.9
MN,2000-05,9598.24,33.46,73.01,0.0,322.0,370,79627,7309,86936,6.8%,71.9
MN,2000-06,122.12,33.39,64.74,44.0,383.0,370,79627,7309,86936,6.8%,71.9
MN,2000-07,193.27,44.09,64.04,89.0,344.0,370,79627,7309,86936,6.8%,71.9
MN,2000-08,73.61,24.78,58.18,100.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2000-09,173.54,8.33,51.1,-28.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2000-10,14150.82,12.81,34.15,-83.0,289.0,370,79627,7309,86936,6.8%,71.9
MN,2000-11,5.3,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-01,1.04,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-02,7.2,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-03,0.13,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-04,17339.04,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-05,3035.27,31.7,42.66,22.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,2001-06,49.87,19.69,69.79,89.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,2001-07,163.62,33.38,75.23,106.0,356.0,370,79627,7309,86936,6.8%,71.9
MN,2001-08,19.26,21.38,52.75,72.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,2001-09,98.72,28.87,37.62,-6.0,306.0,370,79627,7309,86936,6.8%,71.9
MN,2001-10,1094.41,8.92,24.46,-100.0,322.0,370,79627,7309,86936,6.8%,71.9
MN,2001-11,1307.26,,,,,370,79627,7309,86936,6.8%,71.9
MN,2001-12,20.5,,,,,370,79627,7309,86936,6.8%,71.9
MN,2002-01,32.11,,,,,370,79627,7309,86936,6.8%,71.9
MN,2002-02,1426.4,,,,,370,79627,7309,86936,6.8%,71.9
MN,2002-03,549.92,,,,,370,79627,7309,86936,6.8%,71.9
MN,2002-04,35307.86,23.0,264.0,-11.0,189.0,370,79627,7309,86936,6.8%,71.9
MN,2002-05,21502.4,21.42,55.84,-39.0,322.0,370,79627,7309,86936,6.8%,71.9
MN,2002-06,3251.75,56.79,67.72,67.0,361.0,370,79627,7309,86936,6.8%,71.9
MN,2002-07,510.71,43.23,72.81,94.0,361.0,370,79627,7309,86936,6.8%,71.9
MN,2002-08,13.69,45.73,52.08,50.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,2002-09,4.5,20.18,43.42,-17.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,2002-10,0.4,37.26,19.35,-94.0,306.0,370,79627,7309,86936,6.8%,71.9
MN,2002-11,212.15,,,,,370,79627,7309,86936,6.8%,71.9
MN,2002-12,1545.9,,,,,370,79627,7309,86936,6.8%,71.9
MN,2003-01,154.71,,,,,370,79627,7309,86936,6.8%,71.9
MN,2003-02,73.85,,,,,370,79627,7309,86936,6.8%,71.9
MN,2003-03,23422.48,,,,,370,79627,7309,86936,6.8%,71.9
MN,2003-04,110401.55,10.58,45.75,33.0,233.0,370,79627,7309,86936,6.8%,71.9
MN,2003-05,14208.01,39.23,48.84,28.0,283.0,370,79627,7309,86936,6.8%,71.9
MN,2003-06,835.39,59.67,60.12,33.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2003-07,172.02,14.87,60.17,100.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,2003-08,632.17,8.83,59.17,67.0,361.0,370,79627,7309,86936,6.8%,71.9
MN,2003-09,179.34,22.81,53.45,-39.0,344.0,370,79627,7309,86936,6.8%,71.9
MN,2003-10,6651.6,4.4,31.82,-67.0,306.0,370,79627,7309,86936,6.8%,71.9
MN,2003-11,23.6,,,,,370,79627,7309,86936,6.8%,71.9
MN,2003-12,10.0,,,,,370,79627,7309,86936,6.8%,71.9
MN,2004-01,3.2,,,,,370,79627,7309,86936,6.8%,71.9
MN,2004-02,1.12,,,,,370,79627,7309,86936,6.8%,71.9
MN,2004-03,136.56,,,,,370,79627,7309,86936,6.8%,71.9
MN,2004-04,35954.74,44.07,40.33,-11.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2004-05,7637.47,53.19,58.15,-33.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,2004-06,240.97,28.87,52.26,61.0,361.0,370,79627,7309,86936,6.8%,71.9
MN,2004-07,1497.81,34.81,54.86,83.0,344.0,370,79627,7309,86936,6.8%,71.9
MN,2004-08,19.22,25.62,51.14,17.0,311.0,370,79627,7309,86936,6.8%,71.9
MN,2004-09,18.71,49.19,48.6,22.0,317.0,370,79627,7309,86936,6.8%,71.9
MN,2004-10,4.0,17.85,24.18,-50.0,256.0,370,79627,7309,86936,6.8%,71.9
MN,2004-11,96.16,3.5,17.12,-6.0,183.0,370,79627,7309,86936,6.8%,71.9
MN,2004-12,36.99,,,,,370,79627,7309,86936,6.8%,71.9
MN,2005-02,0.1,,,,,370,79627,7309,86936,6.8%,71.9
MN,2005-03,106.01,,,,,370,79627,7309,86936,6.8%,71.9
MN,2005-04,11622.09,7.0,30.3,-11.0,167.0,370,79627,7309,86936,6.8%,71.9
MN,2005-05,8037.78,39.48,95.36,-39.0,267.0,370,79627,7309,86936,6.8%,71.9
MN,2005-06,9.4,45.08,94.51,106.0,361.0,370,79627,7309,86936,6.8%,71.9
MN,2005-07,99.68,25.51,110.77,89.0,350.0,370,79627,7309,86936,6.8%,71.9
MN,2005-08,1580.4,24.99,81.26,72.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,2005-09,97.22,60.93,64.64,6.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,2005-10,554.83,28.4,37.68,-50.0,306.0,370,79627,7309,86936,6.8%,71.9
MN,2005-11,348.26,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-01,0.1,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-02,0.7,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-03,505.26,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-04,15391.07,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-05,506.99,24.48,85.34,11.0,356.0,370,79627,7309,86936,6.8%,71.9
MN,2006-06,355.3,50.91,106.14,72.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2006-07,35150.6,14.68,106.48,94.0,367.0,370,79627,7309,86936,6.8%,71.9
MN,2006-08,274.16,47.81,77.36,89.0,372.0,370,79627,7309,86936,6.8%,71.9
MN,2006-09,6560.69,19.77,50.55,-17.0,289.0,370,79627,7309,86936,6.8%,71.9
MN,2006-10,7513.12,4.8,34.91,-67.0,311.0,370,79627,7309,86936,6.8%,71.9
MN,2006-11,5859.97,,,,,370,79627,7309,86936,6.8%,71.9
MN,2006-12,287.95,,,,,370,79627,7309,86936,6.8%,71.9
MN,2007-01,292.05,,,,,370,79627,7309,86936,6.8%,71.9
MN,2007-02,327.82,,,,,370,79627,7309,86936,6.8%,71.9
MN,2007-03,2129.98,,,,,370,79627,7309,86936,6.8%,71.9
MN,2007-04,66890.36,12.5,55.6,56.0,283.0,370,79627,7309,86936,6.8%,71.9
MN,2007-05,84333.45,19.63,94.15,28.0,350.0,370,79627,7309,86936,6.8%,71.9
MN,2007-06,59.57,22.41,117.81,83.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,2007-07,196.98,14.04,107.93,89.0,356.0,370,79627,7309,86936,6.8%,71.9
MN,2007-08,770.44,41.87,71.96,83.0,350.0,370,79627,7309,86936,6.8%,71.9
MN,2007-09,92.61,36.03,76.74,-17.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,2007-10,765.91,44.19,32.81,-50.0,311.0,370,79627,7309,86936,6.8%,71.9
MN,2007-11,8545.39,0.0,28.5,-6.0,144.0,370,79627,7309,86936,6.8%,71.9
MN,2008-01,0.25,,,,,370,79627,7309,86936,6.8%,71.9
MN,2008-03,56.23,,,,,370,79627,7309,86936,6.8%,71.9
MN,2008-04,11576.21,6.0,204.0,-28.0,200.0,370,79627,7309,86936,6.8%,71.9
MN,2008-05,7252.24,22.63,84.37,6.0,317.0,370,79627,7309,86936,6.8%,71.9
MN,2008-06,1317.18,31.01,94.67,78.0,311.0,370,79627,7309,86936,6.8%,71.9
MN,2008-07,61.4,19.83,106.64,100.0,333.0,370,79627,7309,86936,6.8%,71.9
MN,2008-08,82.5,13.26,90.03,67.0,328.0,370,79627,7309,86936,6.8%,71.9
MN,2008-09,8.47,18.79,68.13,28.0,317.0,370,79627,7309,86936,6.8%,71.9
MN,2008-10,220.81,26.55,34.2,-61.0,261.0,370,79627,7309,86936,6.8%,71.9
MN,2008-11,605.63,25.33,22.83,6.0,233.0,370,79627,7309,86936,6.8%,71.9
MN,2008-12,16.1,,,,,370,79627,7309,86936,6.8%,71.9
MN,2009-01,0.1,,,,,370,79627,7309,86936,6.8%,71.9
MN,2009-02,10.0,,,,,370,79627,7309,86936,6.8%,71.9
MN,2009-03,294.5,,,,,370,79627,7309,86936,6.8%,71.9
MN,2009-04,8060.22,42.8,34.4,0.0,289.0,370,79627,7309,86936,6.8%,71.9
MN,2009-05,2271.53,12.0,103.72,0.0,372.0,370,79627,7309,86936,6.8%,71.9
MN,2009-06,100.89,27.25,93.17,56.0,350.0,370,79627,7309,86936,6.8%,71.9
MN,2009-07,17.65,13.26,64.8,61.0,300.0,370,79627,7309,86936,6.8%,71.9
MN,2009-08,1.52,36.38,84.52,39.0,339.0,370,79627,7309,86936,6.8%,71.9
MN,2009-09,116.5,21.08,81.0,22.0,300.0,370,79627,7309,86936,6.8%,71.9
MN,2009-10,0.6,60.54,17.18,-56.0,194.0,370,79627,7309,86936,6.8%,71.9
MN,2009-11,842.4,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-03,10286.49,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-04,22163.7,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-05,972.35,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-06,19.04,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-07,32.25,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-08,53.04,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-09,18.46,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-10,2063.76,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-11,71.15,,,,,370,79627,7309,86936,6.8%,71.9
MN,2010-12,0.1,,,,,370,79627,7309,86936,6.8%,71.9
MO,1992-01,871.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1992-02,7081.2,,,,,240,68742,965,69707,3.8%,69.5
MO,1992-03,10063.9,,,,,240,68742,965,69707,3.8%,69.5
MO,1992-04,7143.0,32.71,36.73,-17.0,283.0,240,68742,965,69707,3.8%,69.5
MO,1992-05,997.3,20.2,47.73,-17.0,317.0,240,68742,965,69707,3.8%,69.5
MO,1992-06,49.0,30.39,57.65,56.0,356.0,240,68742,965,69707,3.8%,69.5
MO,1992-07,141.0,56.33,60.53,111.0,361.0,240,68742,965,69707,3.8%,69.5
MO,1992-08,40.0,16.17,46.54,78.0,361.0,240,68742,965,69707,3.8%,69.5
MO,1992-09,66.0,35.83,42.92,0.0,333.0,240,68742,965,69707,3.8%,69.5
MO,1992-10,1728.6,9.96,29.49,-28.0,283.0,240,68742,965,69707,3.8%,69.5
MO,1992-11,263.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1992-12,272.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1993-01,409.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1993-02,2714.8,,,,,240,68742,965,69707,3.8%,69.5
MO,1993-03,3345.8,,,,,240,68742,965,69707,3.8%,69.5
MO,1993-04,3655.8,40.66,36.79,-11.0,278.0,240,68742,965,69707,3.8%,69.5
MO,1993-05,386.0,39.42,47.08,39.0,322.0,240,68742,965,69707,3.8%,69.5
MO,1993-06,2.0,43.25,55.74,50.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1993-07,2423.1,63.49,61.46,133.0,372.0,240,68742,965,69707,3.8%,69.5
MO,1993-08,73.0,25.53,56.83,117.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1993-09,16.1,45.44,43.09,22.0,328.0,240,68742,965,69707,3.8%,69.5
MO,1993-10,24.0,21.27,30.74,-11.0,278.0,240,68742,965,69707,3.8%,69.5
MO,1993-11,1589.7,,,,,240,68742,965,69707,3.8%,69.5
MO,1993-12,358.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1994-01,197.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1994-02,9967.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1994-03,18584.8,5.22,36.96,-22.0,278.0,240,68742,965,69707,3.8%,69.5
MO,1994-04,4554.0,59.0,53.42,-33.0,317.0,240,68742,965,69707,3.8%,69.5
MO,1994-05,296.0,16.87,51.34,17.0,311.0,240,68742,965,69707,3.8%,69.5
MO,1994-06,312.4,26.82,62.17,117.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1994-07,37.0,20.24,62.81,111.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1994-08,101.7,24.27,59.13,-128.0,356.0,240,68742,965,69707,3.8%,69.5
MO,1994-09,94.0,20.76,42.55,28.0,339.0,240,68742,965,69707,3.8%,69.5
MO,1994-10,395.4,21.42,31.39,-33.0,311.0,240,68742,965,69707,3.8%,69.5
MO,1994-11,570.6,37.15,23.0,-17.0,256.0,240,68742,965,69707,3.8%,69.5
MO,1994-12,1139.5,,,,,240,68742,965,69707,3.8%,69.5
MO,1995-01,42.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1995-02,12817.8,,,,,240,68742,965,69707,3.8%,69.5
MO,1995-03,19981.7,44.55,31.77,0.0,250.0,240,68742,965,69707,3.8%,69.5
MO,1995-04,9211.5,30.31,47.08,-28.0,294.0,240,68742,965,69707,3.8%,69.5
MO,1995-05,180.0,51.17,40.41,-11.0,322.0,240,68742,965,69707,3.8%,69.5
MO,1995-06,3.1,46.07,54.75,89.0,333.0,240,68742,965,69707,3.8%,69.5
MO,1995-07,16.0,27.05,63.76,111.0,378.0,240,68742,965,69707,3.8%,69.5
MO,1995-08,204.5,25.1,63.41,133.0,378.0,240,68742,965,69707,3.8%,69.5
MO,1995-09,421.5,15.64,43.08,-22.0,372.0,240,68742,965,69707,3.8%,69.5
MO,1995-10,2832.7,10.73,41.21,-33.0,306.0,240,68742,965,69707,3.8%,69.5
MO,1995-11,4233.5,30.55,22.72,-39.0,222.0,240,68742,965,69707,3.8%,69.5
MO,1995-12,252.1,,,,,240,68742,965,69707,3.8%,69.5
MO,1996-01,5.8,,,,,240,68742,965,69707,3.8%,69.5
MO,1996-02,3157.1,,,,,240,68742,965,69707,3.8%,69.5
MO,1996-03,2466.6,,,,,240,68742,965,69707,3.8%,69.5
MO,1996-04,1859.7,32.78,56.51,-33.0,306.0,240,68742,965,69707,3.8%,69.5
MO,1996-05,45.7,38.72,52.44,0.0,356.0,240,68742,965,69707,3.8%,69.5
MO,1996-06,14.1,31.48,59.38,78.0,356.0,240,68742,965,69707,3.8%,69.5
MO,1996-07,134.1,25.65,64.67,94.0,372.0,240,68742,965,69707,3.8%,69.5
MO,1996-08,159.0,21.1,53.23,111.0,361.0,240,68742,965,69707,3.8%,69.5
MO,1996-09,89.0,30.71,39.57,28.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1996-10,198.2,16.94,34.42,-17.0,278.0,240,68742,965,69707,3.8%,69.5
MO,1996-11,238.0,49.76,24.59,-44.0,233.0,240,68742,965,69707,3.8%,69.5
MO,1996-12,171.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1997-01,127.2,,,,,240,68742,965,69707,3.8%,69.5
MO,1997-02,2094.2,,,,,240,68742,965,69707,3.8%,69.5
MO,1997-03,11161.3,28.21,29.25,-11.0,311.0,240,68742,965,69707,3.8%,69.5
MO,1997-04,6800.7,24.55,39.39,-39.0,261.0,240,68742,965,69707,3.8%,69.5
MO,1997-05,1969.5,32.45,53.49,-17.0,328.0,240,68742,965,69707,3.8%,69.5
MO,1997-06,72.1,29.36,53.04,50.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1997-07,236.1,15.8,68.64,61.0,389.0,240,68742,965,69707,3.8%,69.5
MO,1997-08,519.0,29.42,53.57,67.0,356.0,240,68742,965,69707,3.8%,69.5
MO,1997-09,26.1,23.47,42.29,39.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1997-10,7.0,21.73,33.68,-28.0,333.0,240,68742,965,69707,3.8%,69.5
MO,1997-11,641.5,24.5,22.42,-67.0,228.0,240,68742,965,69707,3.8%,69.5
MO,1997-12,285.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1998-01,489.7,,,,,240,68742,965,69707,3.8%,69.5
MO,1998-02,1245.5,,,,,240,68742,965,69707,3.8%,69.5
MO,1998-03,1329.5,,,,,240,68742,965,69707,3.8%,69.5
MO,1998-04,5298.6,40.26,42.33,-28.0,283.0,240,68742,965,69707,3.8%,69.5
MO,1998-05,65.0,27.34,54.32,33.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1998-06,25.0,51.82,65.13,50.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1998-08,3.0,21.02,55.66,133.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1998-09,69.7,33.12,48.39,72.0,394.0,240,68742,965,69707,3.8%,69.5
MO,1998-10,23.3,22.77,29.55,17.0,328.0,240,68742,965,69707,3.8%,69.5
MO,1998-11,2428.5,18.4,23.77,-6.0,228.0,240,68742,965,69707,3.8%,69.5
MO,1998-12,4.0,,,,,240,68742,965,69707,3.8%,69.5
MO,1999-02,540.3,,,,,240,68742,965,69707,3.8%,69.5
MO,1999-03,747.0,5.57,35.93,-39.0,222.0,240,68742,965,69707,3.8%,69.5
MO,1999-04,299.0,47.79,40.85,0.0,283.0,240,68742,965,69707,3.8%,69.5
MO,1999-06,4.0,44.06,55.67,50.0,344.0,240,68742,965,69707,3.8%,69.5
MO,1999-07,2164.5,11.36,73.12,100.0,406.0,240,68742,965,69707,3.8%,69.5
MO,1999-08,4312.3,16.58,64.58,89.0,406.0,240,68742,965,69707,3.8%,69.5
MO,1999-09,3676.3,15.83,49.07,-11.0,367.0,240,68742,965,69707,3.8%,69.5
MO,1999-10,6755.4,4.32,41.78,-44.0,306.0,240,68742,965,69707,3.8%,69.5
MO,1999-11,15710.9,9.61,33.56,-39.0,278.0,240,68742,965,69707,3.8%,69.5
MO,1999-12,1289.2,,,,,240,68742,965,69707,3.8%,69.5
MO,2000-01,400.5,,,,,240,68742,965,69707,3.8%,69.5
MO,2000-02,698.0,,,,,240,68742,965,69707,3.8%,69.5
MO,2000-03,4052.2,,,,,240,68742,965,69707,3.8%,69.5
MO,2000-04,6516.5,12.43,46.15,-22.0,283.0,240,68742,965,69707,3.8%,69.5
MO,2000-05,229.5,31.96,60.18,0.0,333.0,240,68742,965,69707,3.8%,69.5
MO,2000-06,7.2,49.12,60.84,33.0,350.0,240,68742,965,69707,3.8%,69.5
MO,2000-07,129.0,36.43,60.35,100.0,361.0,240,68742,965,69707,3.8%,69.5
MO,2000-08,620.5,13.54,65.65,122.0,400.0,240,68742,965,69707,3.8%,69.5
MO,2000-09,2813.5,23.54,59.63,11.0,411.0,240,68742,965,69707,3.8%,69.5
MO,2000-10,1056.8,21.85,35.22,-50.0,317.0,240,68742,965,69707,3.8%,69.5
MO,2000-11,675.5,44.56,20.44,-67.0,278.0,240,68742,965,69707,3.8%,69.5
MO,2000-12,35.1,,,,,240,68742,965,69707,3.8%,69.5
MO,2001-01,96.0,,,,,240,68742,965,69707,3.8%,69.5
MO,2001-02,545.4,,,,,240,68742,965,69707,3.8%,69.5
MO,2001-03,6491.5,,,,,240,68742,965,69707,3.8%,69.5
MO,2001-04,6643.3,23.89,57.28,-17.0,300.0,240,68742,965,69707,3.8%,69.5
MO,2001-05,309.3,37.78,59.0,44.0,339.0,240,68742,965,69707,3.8%,69.5
MO,2001-06,74.4,42.14,61.98,67.0,344.0,240,68742,965,69707,3.8%,69.5
MO,2001-07,102.0,33.23,62.55,106.0,383.0,240,68742,965,69707,3.8%,69.5
MO,2001-08,206.2,15.55,61.39,111.0,378.0,240,68742,965,69707,3.8%,69.5
MO,2001-09,34.0,28.29,44.36,-6.0,356.0,240,68742,965,69707,3.8%,69.5
MO,2001-10,495.5,38.63,39.97,-50.0,283.0,240,68742,965,69707,3.8%,69.5
MO,2001-11,2003.9,36.11,28.03,-11.0,250.0,240,68742,965,69707,3.8%,69.5
MO,2001-12,77.6,3.0,5.0,11.0,67.0,240,68742,965,69707,3.8%,69.5
MO,2002-01,969.7,,,,,240,68742,965,69707,3.8%,69.5
MO,2002-02,4732.1,,,,,240,68742,965,69707,3.8%,69.5
MO,2002-03,4901.0,,,,,240,68742,965,69707,3.8%,69.5
MO,2002-04,8750.5,27.93,50.0,-39.0,306.0,240,68742,965,69707,3.8%,69.5
MO,2002-05,2.0,48.98,50.89,22.0,306.0,240,68742,965,69707,3.8%,69.5
MO,2002-06,9.0,18.47,65.73,111.0,344.0,240,68742,965,69707,3.8%,69.5
MO,2002-09,9.1,13.42,48.93,39.0,367.0,240,68742,965,69707,3.8%,69.5
MO,2002-11,990.3,14.73,22.17,-44.0,244.0,240,68742,965,69707,3.8%,69.5
MO,2002-12,171.0,,,,,240,68742,965,69707,3.8%,69.5
MO,2003-01,78.9,,,,,240,68742,965,69707,3.8%,69.5
MO,2003-02,43.7,,,,,240,68742,965,69707,3.8%,69.5
MO,2003-03,1329.68,,,,,240,68742,965,69707,3.8%,69.5
MO,2003-04,1351.26,42.79,51.23,-56.0,300.0,240,68742,965,69707,3.8%,69.5
MO,2003-05,1.3,33.21,51.5,50.0,317.0,240,68742,965,69707,3.8%,69.5
MO,2003-06,1.9,36.46,56.3,61.0,333.0,240,68742,965,69707,3.8%,69.5
MO,2003-07,114.1,10.57,72.01,117.0,378.0,240,68742,965,69707,3.8%,69.5
MO,2003-08,94.53,20.69,62.23,100.0,406.0,240,68742,965,69707,3.8%,69.5
MO,2003-09,22.4,40.65,42.39,6.0,322.0,240,68742,965,69707,3.8%,69.5
MO,2003-10,49.66,20.21,32.61,17.0,300.0,240,68742,965,69707,3.8%,69.5
MO,2003-11,180.59,38.18,25.32,-56.0,278.0,240,68742,965,69707,3.8%,69.5
MO,2003-12,8.0,,,,,240,68742,965,69707,3.8%,69.5
MO,2004-01,34.6,,,,,240,68742,965,69707,3.8%,69.5
MO,2004-02,2009.24,,,,,240,68742,965,69707,3.8%,69.5
MO,2004-03,1346.35,38.93,31.71,-72.0,244.0,240,68742,965,69707,3.8%,69.5
MO,2004-04,3942.76,33.4,48.37,-22.0,300.0,240,68742,965,69707,3.8%,69.5
MO,2004-05,6.71,37.16,55.18,-6.0,317.0,240,68742,965,69707,3.8%,69.5
MO,2004-06,2.3,30.45,55.2,100.0,333.0,240,68742,965,69707,3.8%,69.5
MO,2004-07,4.2,41.05,54.67,100.0,350.0,240,68742,965,69707,3.8%,69.5
MO,2004-08,26.4,28.06,52.59,72.0,350.0,240,68742,965,69707,3.8%,69.5
MO,2004-09,329.5,9.91,48.56,50.0,317.0,240,68742,965,69707,3.8%,69.5
MO,2004-10,34.22,39.76,31.34,11.0,294.0,240,68742,965,69707,3.8%,69.5
MO,2004-11,283.71,46.27,20.49,-17.0,244.0,240,68742,965,69707,3.8%,69.5
MO,2004-12,197.5,,,,,240,68742,965,69707,3.8%,69.5
MO,2005-01,64.1,,,,,240,68742,965,69707,3.8%,69.5
MO,2005-02,571.72,,,,,240,68742,965,69707,3.8%,69.5
MO,2005-03,8108.0,1.67,36.5,-22.0,239.0,240,68742,965,69707,3.8%,69.5
MO,2005-04,8108.69,27.51,46.52,-28.0,283.0,240,68742,965,69707,3.8%,69.5
MO,2005-05,313.47,16.83,60.55,-11.0,322.0,240,68742,965,69707,3.8%,69.5
MO,2005-06,62.69,39.62,66.99,117.0,356.0,240,68742,965,69707,3.8%,69.5
MO,2005-07,42.7,19.04,65.66,117.0,406.0,240,68742,965,69707,3.8%,69.5
MO,2005-08,30.1,37.88,58.29,139.0,378.0,240,68742,965,69707,3.8%,69.5
MO,2005-09,8.19,17.67,43.45,33.0,361.0,240,68742,965,69707,3.8%,69.5
MO,2005-10,14.35,6.31,35.31,-17.0,322.0,240,68742,965,69707,3.8%,69.5
MO,2005-11,574.75,13.7,38.55,-50.0,278.0,240,68742,965,69707,3.8%,69.5
MO,2005-12,290.05,,,,,240,68742,965,69707,3.8%,69.5
MO,2006-01,4412.1,,,,,240,68742,965,69707,3.8%,69.5
MO,2006-02,8689.46,,,,,240,68742,965,69707,3.8%,69.5
MO,2006-03,5124.69,17.39,35.61,-50.0,233.0,240,68742,965,69707,3.8%,69.5
MO,2006-04,4209.73,33.87,54.72,-39.0,333.0,240,68742,965,69707,3.8%,69.5
MO,2006-05,2.6,30.99,54.8,44.0,350.0,240,68742,965,69707,3.8%,69.5
